7.536078648992563522e-01;-6.439204931588047742e+00
1.553840032838813112e+00;1.515685168975604569e-01
2.747201817583795336e+00;7.085283221865463332e+00
-4.164277975144534238e+00;-3.507327511981487955e+00
2.549500190651211362e+00;3.677711111518149334e+00
-5.140925768952510744e+00;-2.868174830782816986e+00
2.511035668926078213e+00;5.487022363028271954e+00
2.037560005897103732e+00;1.271919632898495633e+00
-3.373137969335220809e+00;-6.033990643466782267e+00
2.451856654537953428e+00;2.381273771653242832e+00
4.252976407603807019e+00;-7.057796097527340606e+00
2.020349128091682100e+00;3.228074758569385860e+00
-4.633564387019131203e+00;-1.705754240036462477e+00
4.049965743330839807e+00;-6.003609013971057173e+00
1.610972103204337369e+00;5.256113256246298882e+00
-4.861397720192329963e+00;-4.740971671674762078e+00
6.588101337870398311e+00;4.951543207850048312e+00
-3.885372136289362732e+00;-5.401715404470909476e+00
5.995342645740262544e-01;8.122886723296101064e-01
-2.079382537781707008e+00;-4.227702410403962219e+00
-5.413020371873259684e+00;-2.154180341571182655e+00
2.971566721646964560e+00;4.537358063919177731e+00
-6.333897870622005932e+00;6.526235530449873146e-01
1.383809303621090780e+00;-6.958755196161178880e+00
1.701392524396889705e+00;5.782449284347940477e+00
3.479373405326112056e+00;-4.702483984354722146e+00
-5.424853711223026842e+00;-9.416171876952363906e-01
4.249520576807547023e+00;-6.292507867883747608e+00
1.193040811749153107e+00;2.799085144090521560e+00
3.485252322761184463e+00;7.441957500207315945e+00
6.281776975422097564e-01;1.468710409233021430e+00
6.033929446389656448e-01;4.690521723476053673e+00
-4.677877715342082965e+00;-2.022326676816202706e+00
4.809131462980829497e+00;3.481775072663713111e-01
-3.621494969640624007e+00;-1.489023961659739825e+00
9.256661955790157492e-02;6.607400074130354461e+00
3.256451141663586402e+00;-5.306075103595081721e+00
5.749866349506057794e+00;-3.536400600309379527e+00
3.558252072125634768e+00;6.538252891801765720e-01
-3.408239864124226415e+00;-5.797296528175634123e+00
3.568935009193993757e+00;6.151703648462286012e+00
-3.743976698556578331e+00;-6.251869661884093432e+00
2.173300014135705727e+00;4.607920380530853066e+00
2.659602917879952066e+00;4.039687712382034057e+00
4.133872699191437405e+00;2.355887547849126573e+00
1.570521897062356675e+00;-5.901581248722838957e+00
2.557489595640594082e+00;6.779549056776978944e+00
-2.091457619744954588e+00;-4.287467415747791222e+00
1.696293751732477428e+00;-5.955656264468931482e+00
3.160152827515519292e+00;4.572036148099163810e+00
-3.645055929859065014e+00;-5.820649843411796809e+00
1.866392039794250612e+00;1.691185446656776392e+00
-4.531185023783534049e+00;-5.805424680790138403e+00
2.150942007523584110e+00;6.837553788665015730e+00
2.651894380993081501e+00;4.250971241457791372e+00
3.380093225159052306e+00;-6.415251493588728593e+00
2.997270063066141077e+00;2.427638664320374673e+00
1.641503149198222156e+00;-6.178823156391513471e+00
5.075973740390329336e-01;5.067287064560252574e+00
6.107749266443099678e+00;-3.479307427159461064e+00
3.674254259755636909e+00;-7.762145825556073575e+00
4.438234391648553157e+00;-2.123513929936460265e+00
-4.921590339508417955e+00;-3.596779444049563956e+00
-3.633708108041312279e+00;-7.137543587202831219e+00
5.393200938426805813e+00;-3.862114569576601042e+00
1.322906604989045443e+00;6.325833670001505205e+00
7.880131153308371772e-01;4.312171964797770762e+00
5.292474783733973176e+00;-2.682188023045445568e+00
-5.521208846337145815e+00;-3.321609339807289452e+00
6.042729691274072223e+00;2.503984739388435354e+00
4.102177699675098488e+00;-6.917452952800541510e+00
-4.256445231934900875e+00;-1.766540541858131697e+00
-4.707441057243540783e+00;-3.116934130611140219e+00
3.070756573895239594e+00;-7.441681368935730845e+00
1.634326026317595160e+00;9.161085694152505399e-01
2.485271549580596151e+00;-3.136381439660823056e-01
-4.932138146919097466e+00;-2.159350995365232784e+00
-3.087682102134926332e+00;-6.237807631672527720e+00
3.811403021167835359e+00;3.858347962478021032e+00
2.806381964002470308e+00;6.468535654432761461e+00
1.780647477615652452e+00;-5.639696994594322055e-01
2.013659822443774061e-01;-4.023112851500250664e-01
3.591116259178503523e+00;2.745362770743697833e+00
3.374608122447435576e+00;-6.025688519466911863e+00
3.699525869887232865e+00;-3.738365204526003183e+00
-4.499018154812052472e+00;-4.391928276612482307e+00
1.359300864349905602e+00;1.809326785557983652e-01
4.290416969423121785e+00;3.848897169979592192e+00
2.119782722652024720e+00;-8.115745684939181803e-01
1.484638525447801172e+00;-6.022328295572418000e+00
2.008479425907567339e+00;-2.023008674732831302e+00
