2.121080943307579680e+00;6.619369240214029837e+00;3.689929756241709935e+00;-2.302565966850252721e+00;-3.101276365339599161e-01;1.424906059497963229e+00;-3.255991368614892245e+00;3.259613192464579257e+00
2.314674141929470075e+00;6.412034600850941679e+00;3.240272648069211670e+00;-1.703016009215679194e+00;-1.938985798012890838e+00;2.248788931240157218e+00;-2.697328483886262340e+00;3.637849978447792232e+00
-9.173005147025696804e-01;-1.536136712423554318e+00;3.627480565279082914e+00;2.757689657083342016e+00;6.458531466471088223e+00;-1.781201864694485493e-01;3.554947231335935154e+00;5.724005134632467851e+00
2.834920356203873393e+00;-4.897055511334003519e+00;2.237560229819717694e+00;8.575146363921177795e-01;4.317559908506549249e+00;-4.179126945099314483e+00;2.438049046254794128e+00;2.766314710536329713e+00
4.382081089237203742e+00;2.039333228598788850e+00;1.096859982575761894e+00;-2.221870091895317145e+00;-3.722494003527287987e+00;-4.864605002661087418e+00;-1.653996061941882534e+00;-4.201571392403211647e-01
-5.529765165017849426e+00;-2.027199867675785860e+00;4.539897240223004893e+00;-4.181536155108203978e+00;-3.243056773877637688e+00;-5.174883490041594314e+00;-1.897746509532508785e+00;1.867259106586388606e+00
-2.825320110135809415e+00;1.771181766904200483e+00;5.114041927123674114e+00;-2.025860993500924856e+00;2.352637074269618545e+00;5.429101078763187260e+00;1.297483312286223711e+00;-2.823018344679089076e+00
5.848287683599828757e-01;-3.032578006200916221e+00;3.423046602013252393e+00;1.746162722876432039e+00;4.482016857569300683e+00;-3.646596884929396154e+00;2.506330644586009626e+00;2.068360437774303229e+00
-1.553332742387760756e+00;-7.994695570847853983e-02;3.487310500445305994e+00;1.406520310756428804e+00;5.084465357769976990e+00;-1.672990022219058570e+00;5.250083995279547722e+00;3.814457561135932817e+00
-1.019266226381766227e+00;-2.582462063853818712e-01;6.961748511119413507e+00;-2.206738609450942246e+00;2.643184845231786539e+00;4.609374268422071097e+00;1.513958882050318699e+00;-3.687980893579076103e+00
-2.715070958455484629e+00;2.320699469880576515e+00;-6.377420401330327948e+00;5.153497443439778891e+00;-5.921504962424762653e+00;-4.609924418422738590e+00;1.481979016922674752e+00;3.982633005768459800e+00
3.452048499274688265e+00;4.654796044623948248e+00;2.334377579815535508e+00;-1.293456256752661293e+00;-5.071811210798442549e-01;4.925024045663956684e+00;-5.608677198540020115e+00;8.986044411848284064e-01
-6.105725020063430541e-01;-2.120970731489739691e+00;1.965604930227706548e+00;3.818187486315789414e+00;3.334693387400057496e+00;-1.263894580780976273e+00;1.269540128336156481e+00;3.039157874661553294e+00
-5.419025914816885781e+00;-4.246042031044440890e+00;1.910434417791278872e+00;-5.683416873509298917e+00;-4.486041264509121440e+00;-2.843034656158676121e+00;-3.372516402826601034e+00;1.729410026467502970e+00
-1.836847026394856197e+00;-3.256835363827455865e+00;2.572091801836923874e+00;1.561545551165848034e+00;5.691400027680177054e+00;-1.627120014936884740e+00;3.547779011422913520e+00;1.336777141473972419e+00
2.891642060547472859e+00;2.640976736389685886e+00;-2.477978007722547726e-01;-4.976631544523907102e+00;-2.199946799080458870e+00;-3.256761148379159643e+00;-3.338464320797236873e+00;-3.215690268777302019e-01
-5.558470576356123516e+00;-3.329791047420165739e+00;1.727575626902462913e+00;-6.481858936163434670e+00;-3.166645535854208937e+00;-6.536089380309080710e+00;-1.153560996180912568e+00;9.431433535022557546e-01
2.945589282898066763e+00;5.197059799890098475e+00;3.063483772211605505e+00;-8.862380489591475952e-02;-1.756704344166806431e+00;4.602636104610606793e+00;-4.301851115035054463e+00;-1.661206516933608768e-01
3.392340675630134861e+00;4.116566009050043995e+00;2.010044375808424544e+00;-3.162968043135929719e+00;-4.122790507320696740e+00;3.919474557965370032e+00;-3.475651845511348537e+00;-9.012304674819524575e-01
6.718051662380472244e+00;3.116381317822531472e+00;6.810550534304504744e-01;-4.367814080295810086e+00;-9.719521225280467469e-01;-8.693260344611573043e-01;-6.613117163441537549e-01;1.340438949322308559e+00
2.586024924625967891e+00;4.753251156727211324e+00;1.084088422244727346e+00;2.427545121151060137e-01;-1.055300462262931394e+00;5.431617176131786628e+00;-2.598590090639843364e+00;-1.242511193506607325e+00
3.203874825011297389e+00;5.802948867515829612e+00;5.339070716075749345e+00;-1.421849397966420625e+00;-2.933145153320203535e-01;3.165574759921889303e+00;-3.923895721699742545e+00;5.347143878665417738e+00
-4.115548845673709266e+00;2.538902655234264394e+00;4.616928028390139715e+00;-3.261968690045681463e+00;2.775953329349140297e+00;2.304444500087368120e+00;1.694460053764886398e+00;-4.694271378905354730e+00
2.963324464337366848e+00;7.527616783860953120e+00;4.785589396345209856e+00;-1.435714422869624585e+00;-9.809718935923539274e-02;2.398407859859752467e+00;-2.423212092966370967e+00;6.005947632830276994e+00
2.915956269674671475e+00;7.460424534177220401e+00;3.652097365692178688e+00;-3.202822583374942411e-01;-1.443730645494836651e+00;3.227993896184331746e+00;-2.946548760402151856e+00;3.807221278858275770e+00
-2.762891878155862901e+00;3.955566712268463458e-01;-3.720898059441778205e+00;4.791189198623426293e+00;-3.392412418381616668e+00;-4.080278112013524527e+00;9.446750647928022770e-01;4.473560371875239916e+00
8.483791971152694344e+00;3.299506661384129291e+00;-2.549739532787571039e-01;-3.619489215570210305e+00;-1.049331809600488663e+00;-3.663821230320914779e+00;-2.545729870543334439e+00;3.680479519616851602e-01
3.312432950997935777e+00;4.464634821447202917e+00;2.368817995173552404e+00;1.663192389723959774e-01;-1.917645118566811746e+00;2.877970123107365108e+00;-4.655525828230082652e+00;3.193334331570776286e+00
3.171653504480173247e+00;3.992565413167719068e+00;9.093966025768025485e-01;1.745586317087736372e+00;-3.392888324689477209e+00;3.525256712774559098e+00;-3.719676522457662671e+00;-3.168438148005232602e-01
-3.010587378600230402e+00;-7.893362324519055395e-01;4.434402263357559271e+00;-4.102715603375292730e+00;-3.913691739403495795e+00;-5.665890877393305658e+00;-3.456009655302639150e+00;3.079576039813907151e+00
5.450838569460874083e+00;4.163196675185161233e+00;2.745804022554451773e+00;-1.529553283219635684e-01;-2.167443856997717244e+00;5.008694742114160547e+00;-3.926270758404003747e+00;1.116587647246378712e-01
-6.414713730443793338e+00;-3.413101862137087661e+00;3.225426451826411967e+00;-5.420853503370137716e+00;-3.890648359966046410e+00;-4.632165426175233414e+00;-2.037605190291940982e+00;5.396349705917005135e-01
-3.134164330949783306e+00;1.068222895099168790e+00;-5.135517138964135420e+00;4.415327257997240906e+00;-6.875515825865749164e+00;-2.987445409596695800e+00;3.889791027686846925e-01;3.927602844012564098e+00
3.478607514485909213e+00;5.204844124921440773e+00;3.903152236991115576e+00;7.388041813878709618e-01;-2.286744368682800399e+00;2.145263694740308758e+00;-5.456384875407492174e+00;4.939482091929915164e+00
-4.666892267649914494e+00;-1.848049872569110574e+00;1.795425843449757419e+00;-4.987326817279607027e+00;-4.738701814614577401e+00;-6.308253159306239866e+00;-3.369562370534572526e+00;2.294620440953814899e+00
-4.240070129775462604e+00;2.225897964505413995e+00;5.286515180929335145e+00;-2.777033283295293309e+00;5.355895953894250994e+00;4.241576742884823226e+00;2.000525243427146105e+00;-3.806996672420525307e+00
3.518688322379815325e+00;6.839359652463023131e+00;4.043586839691511337e+00;-1.167142326902755434e+00;-1.142391185863629977e+00;3.183692225651189478e+00;-2.256854198337813866e+00;4.708797257880587672e+00
-5.881076770356947314e+00;-3.236194888207036602e+00;2.986889435613464538e+00;-5.733900928877001313e+00;-4.768962418586005114e+00;-5.830412588828438381e+00;-2.919332654375802694e+00;2.924265781218380766e+00
1.756392603837547695e+00;5.732123050308772783e+00;1.777253487463303472e+00;-2.793367567645652194e+00;-2.705909270021194857e+00;3.400328498855678561e+00;-3.116564913111753210e+00;5.439631927444296799e+00
