-6.683298858333134973e+00;-3.184381585344009391e+00;4.853445805500455457e+00;-1.696976743714649016e+00
2.847861378471997718e+00;4.408659820812954599e+00;2.768827088985905238e+00;-3.218627737932192368e+00
6.604140446059041381e+00;-1.190895498442386069e+00;3.201086264806773052e+00;-1.494996476968430965e+00
-4.179124130900676803e+00;-3.419665677564545536e+00;2.887781460566949843e+00;-3.064825808429815890e+00
-5.716694611181333485e+00;-6.967650234359601846e+00;-5.830135450669828856e+00;-2.641766956163089652e+00
5.892230405337388177e+00;-1.742398147023070942e+00;3.041961110717355865e+00;-5.067128879591075163e-01
-2.264600775412676459e+00;1.375616020440816767e+00;-2.128510910394928679e+00;-6.714889863652859781e-01
-2.734508605972809647e+00;-2.852651637841132626e+00;5.477801344261891359e+00;-2.798109652358667709e+00
-5.854998481132629884e+00;-1.959338085749569025e+00;5.444710514837286297e+00;-2.908882335449706424e+00
7.758211397569118262e+00;-6.773100789147775691e-01;1.827374287608947379e+00;7.816513178256461192e-01
5.376627246023522488e+00;-2.630888411639626945e+00;3.421466935334036563e+00;1.402361127927065354e+00
-4.219652945407106337e+00;-3.997352681545081055e+00;-6.366836382509373671e+00;-3.007213412200323344e+00
5.392914237360559859e+00;-2.697419560156608664e+00;-6.469169252238543777e+00;-1.469919378539443766e+00
-3.177376700631048934e+00;1.847127963289896257e+00;-4.115403217362794130e+00;-3.928104857295797281e+00
5.787968771280965541e+00;-9.040669483362148151e-01;3.582829524784482356e+00;-1.226467992663834883e+00
-3.699842621711136204e+00;-4.164590958693871192e-01;-9.679092763040910707e-01;-6.979619172319928566e-01
6.010344801177671670e+00;-1.523661546497841135e+00;2.712090990864073348e+00;-1.182467532195270177e-01
-3.340418176257458072e+00;-9.436080291168602585e-02;-2.395817347483119697e+00;-1.869810475179366493e+00
-5.330672320757909866e+00;-2.632336489994518747e+00;5.695099261549251501e+00;-1.924329212829808844e+00
6.707055439995985857e+00;-1.505437541952533875e+00;4.822151700181533940e+00;-1.672833391490255783e+00
-3.254498317165248622e+00;-4.736047672625749883e+00;4.663939226437928021e+00;-3.521818468332997387e+00
7.314859311888358029e+00;-3.350970820235498415e+00;3.837626163925738521e+00;1.557660155475938613e+00
-5.240175045476527238e+00;-2.018970570656679620e+00;4.799324446530651045e+00;-1.690604332819394484e+00
-1.912861833348549867e+00;2.168891491155256368e+00;-2.968386319909536386e+00;-7.073303408031270667e-01
-2.745221100228522282e+00;1.979018069215904008e-01;-7.733737080258789032e-01;-3.160711196882702634e+00
6.919027396793516971e+00;-1.614443756103715488e+00;4.082177090056045010e+00;1.493869510957255842e-01
5.434698802153552499e+00;-3.449727817126083895e+00;2.011380856532024364e+00;-1.242110117481286746e+00
-4.672446029499133680e+00;-6.247375956096880678e+00;-4.905394690617499442e+00;-4.381183995860121527e+00
-5.121932018820958277e+00;-4.667064689464460514e+00;-4.177030334337673345e+00;-3.859411998869143545e+00
2.387236245786477085e+00;4.986239814471164600e+00;2.530145581806961808e+00;-4.239317972672866475e+00
-5.027209358592235944e+00;-1.193863448010852979e+00;2.908192836395213199e+00;-1.802257990046667091e+00
-3.522811306163180500e+00;-5.377952878801409042e+00;-5.743696089121758774e+00;-3.930044322542850299e+00
8.132655139783400156e-01;4.176130082182814007e+00;2.035358944661500580e+00;-4.938417321321498576e+00
6.190417116655575924e+00;5.467480111849001290e-01;4.475575328788312213e+00;1.538118141717840004e+00
-4.961840517377352988e+00;-3.942063400828946129e+00;4.845047459915774901e+00;-4.570366199698856491e+00
4.470642088901710665e+00;-4.224978200753215951e+00;-6.656437005672977136e+00;-1.601838091239751849e+00
2.846946691567300736e+00;5.075149460729683426e+00;3.975456585926660846e+00;-3.986560656831471761e+00
3.012968670782343317e+00;-3.905569482230995870e+00;-6.193825318506160471e+00;-2.470466987750319365e-01
6.239861352813876216e+00;-1.571904972970571635e+00;4.193594026054459079e+00;-3.109273479338086066e+00
2.752884733741621570e+00;5.820946917475951388e+00;5.260335548178798781e+00;-2.200755882648785189e+00
4.121291292859031508e+00;-3.932071304721015181e+00;-7.266750241085775386e+00;-1.665695803161278299e+00
6.613059958041711539e+00;-1.455994527664226990e+00;1.971839925607284272e+00;5.955277873094749763e-01
7.124713506760070203e+00;-1.692963405370075947e+00;2.684683647409793927e+00;-6.342064935323095121e-01
2.583682603292038138e+00;4.810980207201426495e+00;3.281729168286397602e+00;-4.106726786787570305e+00
-3.096281500570114531e+00;-2.177600525795010178e+00;5.386059122007870847e+00;-3.827163065750719184e+00
6.508357379983809921e+00;-1.114044537404440760e+00;1.151978868721541316e+00;-1.690019405772333616e-01
1.036337377284630490e+00;5.585210244127317480e+00;2.135944715499548341e+00;-3.224841128234396948e+00
6.627377251897161869e+00;-1.213121742690980165e+00;2.838044843271767093e+00;-2.174454166716828674e+00
1.966332505707208078e+00;4.861597639875798293e+00;3.396507207083335089e+00;-3.248468601886035145e+00
-5.474161695125145499e+00;-2.527849411588859230e+00;4.018186141944981138e+00;-1.788174195323186444e+00
-5.745863796349057750e+00;-4.471778098619829223e+00;5.411961261227921760e+00;-2.854445887721670960e+00
-3.439366853994539230e+00;-4.737723627583354968e+00;-6.808079506776696377e+00;-3.701678172981601733e+00
