5.233922910349747326e+00;7.591620083930652463e-01;-4.116465498765942144e+00;1.105554326439753599e+00
-3.369232123456495920e+00;-1.369797299182014871e+00;-1.179905506198507981e+00;1.297173030722835518e+00
-3.731030642612749748e+00;1.874269905613133724e-01;-1.273653330792406280e+00;1.191953166366553241e+00
5.478830831405815616e+00;1.655431025440098569e+00;-1.901123575258870879e+00;-1.361882152928907130e-01
-4.583546414776416889e+00;3.202830950226301265e+00;-3.717848592951913389e+00;-4.463802215021271280e+00
6.353638151217030128e+00;1.129123989151409768e+00;-5.153578961765201250e+00;1.245864369137640093e+00
-1.347684343071516189e+00;5.129043267151377705e+00;3.654456207760806929e+00;3.338262997074504579e+00
-4.113235682933916060e+00;-6.833749197151932631e-01;-2.271808801236558484e+00;1.960516494890868655e+00
-4.369861750358316144e+00;3.086479936071218955e+00;-2.621262410519515029e+00;-5.044295885578707228e+00
-1.600857808065365706e-01;2.602159323270779367e+00;-2.247239295584888552e+00;2.636656463272369688e+00
-2.876627424208984429e+00;1.443176557398371918e+00;-5.880150807356406162e+00;2.545730366560356561e+00
-1.552339091420192441e+00;-3.810457557360978242e+00;2.516263961265732263e+00;3.530010746792742182e+00
-5.677850141775449444e+00;2.689836772943235310e+00;-2.627723196242947701e+00;-2.149859504173381453e+00
5.275202918452828182e-01;-3.713331623440220497e+00;-5.623786147401300006e+00;9.665440779592486820e-01
7.482051021967820681e+00;1.832135338550151316e+00;-4.669890313845735719e+00;9.408999656869885264e-01
-4.759559328426067992e+00;3.811421877621501864e+00;-3.989943734206969683e+00;-3.327693166689705606e+00
3.104046248503477212e+00;2.225626078775849059e+00;-3.125396560338533636e+00;3.384113096746500737e+00
-3.425330380628781590e+00;3.116524529875760674e+00;-5.506413403611000845e+00;3.980209357665595249e+00
5.511714917514470180e+00;-8.943472900668636427e-02;-3.336681020408695630e+00;4.228757624855271624e-01
-2.577261700206404660e-01;-5.123655696869486853e+00;-5.073579776099465199e+00;4.882960932087185846e-01
-3.383567829130136317e-01;2.136523198282538338e+00;-2.701101390461098095e+00;1.366808646983048714e+00
-1.488040888596751765e+00;5.342768667550997996e+00;2.425083818526324819e+00;1.303058978662310796e+00
-2.240959876856726263e-01;-1.258142842895781932e+00;-4.899947030842958462e+00;-1.071721232243840083e+00
-5.168102211722179540e+00;4.501024457886622088e+00;-2.013105004281087851e+00;-5.206128416888629928e+00
2.798504289130278266e+00;1.843195974488256894e+00;-3.354100229228767382e+00;2.678724246371977369e+00
-2.689219393139950398e+00;2.108072080722509067e+00;-4.621579189991541270e+00;1.801730995363884924e+00
2.372722367025347001e+00;9.433885944700896031e-01;-6.809629758633271024e-01;4.291080452651398147e+00
-3.670387012686735062e+00;2.073194942449576139e+00;-1.626029371261615619e+00;2.385243430025895783e+00
-7.133894717759768689e+00;-3.027281156336326662e-01;-3.029733638315791122e+00;2.374130588315077617e+00
-3.170989242016157839e+00;-4.399653549773920425e+00;3.107001500914240211e+00;3.786453075730058071e+00
-5.934082558814408603e-01;-2.668370568122922837e+00;-4.062959532986679889e+00;8.125308016274040979e-02
-4.243264024452041205e+00;1.295523044302830051e+00;-4.333863278555665666e+00;-5.651352415489933279e+00
-1.766369773522465714e+00;5.602555094885662612e+00;4.982677945446679857e+00;2.962976872258368477e+00
-3.423281935270494181e+00;-4.645412926038943624e+00;1.470658037319887645e+00;2.721095015742896805e+00
-4.632862739074020020e+00;3.914988254783749788e+00;-4.659289224041130772e+00;-3.143710486030455442e+00
-1.028207979789900195e+00;-4.780650129844403295e+00;1.249257524994945801e+00;2.705303638178022219e+00
-3.951637448595493485e+00;4.991039946470992916e+00;3.289291084519927910e+00;5.119881229349814156e-01
