3.113551885215590787e+00;2.966047929403925032e+00;-7.237753020729656761e+00;-1.564710610890054143e+00;-9.791248544297055378e-01;7.190939866315083639e-01
2.908757025426623954e+00;-3.504339656301886485e+00;3.242519831101251082e+00;-5.117033746053468946e+00;-4.364314741338055192e+00;-3.817461064803781223e+00
4.908777757853857615e+00;-5.793322584122645225e+00;4.251959661073840380e+00;-5.421914852168237431e+00;-2.194152904894538292e+00;4.710191178437016513e-01
4.631293434181216639e+00;-6.166007134063947071e+00;5.063405667368849450e+00;-3.670177495140527490e+00;-3.526502883902992824e+00;8.900755534103925726e-01
2.670456306931705992e+00;-5.392472599322977622e+00;3.142387472875867616e+00;-5.378183333580951242e+00;-4.762519562108232130e+00;-5.460369168224219472e+00
5.254060582363541343e+00;5.774634922369706658e+00;-7.001226989886183638e+00;-8.712509969629134154e-03;1.229322446957090254e+00;-1.895110585371421186e-01
3.723514808991660097e+00;-5.827789760138833763e+00;5.104842217763006396e+00;-5.531742848316699046e+00;-2.534689331628344977e+00;1.044552926286483219e+00
7.916192218155295279e+00;4.053013904431823633e+00;-6.184555367024564099e+00;-1.188288631125705708e+00;3.203138404767752467e-01;-1.227098851170569604e+00
6.271026340204262972e+00;-4.553220358632993126e+00;5.897055598661895992e+00;-3.702893888449705351e+00;-2.588881855748202288e+00;1.813369109807644097e+00
5.087036864038365636e+00;-6.975145840395513552e+00;6.592459364246201048e+00;-3.980179316167270720e+00;-1.224788487734874254e+00;2.324345418816886610e-01
5.804411619651027365e+00;-4.783698084846422560e+00;4.517556949545491030e+00;-4.536471696600764325e+00;-3.939082193793609576e+00;1.834826765653378544e+00
-4.474440613288140689e+00;2.570140595458967336e+00;-3.196939445819078518e+00;-4.325624470978830516e-01;-7.160025133121930452e+00;5.146792772002299010e+00
-3.626862962370517085e+00;2.852613578582815279e+00;-4.624739475430853730e+00;1.167325442887429565e+00;-4.930639689529790815e+00;5.491987883330068598e+00
-4.020193635675965105e+00;3.653517627953196900e+00;-2.044102561226549319e+00;4.524017966434973337e-01;-6.937641618225329765e+00;7.237246448316565051e+00
4.780834402473386646e+00;-6.270793305522260219e+00;4.484836765471118980e+00;-3.758642326666972622e+00;-2.294329116338230889e+00;1.010170629860934088e+00
4.740828229018778650e+00;3.420908249798748635e+00;-5.769840972833286230e+00;-8.903381519507964637e-01;9.677489445206790553e-01;-1.953544210089152466e+00
-3.778067148049254698e+00;3.403741057441645346e+00;-3.791351028548661795e+00;-7.692001855622019324e-01;-6.210873458604962316e+00;4.700662140152785717e+00
3.613117023510457493e+00;-4.853217966272890926e+00;3.907965382233335117e+00;-6.609111752868142453e+00;-4.233925372962274558e+00;-5.298478087338761355e+00
2.589933175613261973e+00;-6.494241622263197122e+00;7.365946015162548655e+00;-5.572025941648355740e+00;-2.817805233729191894e+00;-3.977815622672402629e-01
2.356378347867001732e+00;-4.245685696643880291e+00;1.586314674510181044e+00;-4.605536099780902504e+00;-4.793237447948900609e+00;-4.638000547062778089e+00
-5.304406126660619947e+00;6.672628787880334755e-01;-4.521976328173511916e+00;-1.383221530498585761e+00;-8.043635395206365502e+00;4.377533317033021731e+00
3.767181748830160881e+00;-3.785739056760857757e+00;4.658851782442059886e+00;-5.129049408720989689e+00;-4.893566693391301570e+00;-5.662468312040684459e+00
5.864346691060416283e+00;4.792711873007042378e+00;-6.933268958301431084e+00;1.447111197166033869e-01;-3.578782587166011719e-01;-3.927381305592048122e-01
3.827228953249880217e+00;-4.036242197966323886e+00;2.273645736449049881e+00;-6.061550100953909670e+00;-4.412934277243205194e+00;-3.858397565407192253e+00
5.117562641818325098e+00;3.426815784912029983e+00;-5.712544960549393203e+00;2.002080783026304878e-01;1.568029028208470788e+00;8.385894903267789857e-01
5.011099969136411758e+00;-6.248624121739736026e+00;6.659345907654904195e+00;-1.939421593548568801e+00;-2.644600700114219549e+00;1.607397829755421004e+00
6.157745749010012482e+00;-7.482024644941370539e+00;4.594880713191755284e+00;-5.687688943154487475e+00;-6.877626320395842097e-01;5.690970420395558005e-01
-4.339316936504520328e+00;3.132005031449665022e+00;-3.083861900484858420e+00;8.353730401570602648e-01;-6.254834567689210090e+00;6.424480239956047889e+00
5.195525938967024082e+00;3.787504903274791612e+00;-6.628715825008645979e+00;-5.235992934357289741e-01;2.263586243197599934e+00;-2.033942647809653947e-01
5.613181357042796193e+00;3.693363382175303133e+00;-5.747519431532836620e+00;9.547342405951491084e-01;1.967157315256446326e+00;-1.328252056460042185e+00
-5.357757268529238281e+00;3.239400430851039570e+00;-1.910623282168055770e+00;-1.114412614305565485e-01;-6.592792872391626702e+00;4.553626760917716787e+00
2.913797542965443910e+00;-4.034978640776955672e+00;5.191746927619491636e+00;-5.496098621355048230e+00;-1.609779235863526115e+00;1.833085787543643042e+00
1.784077598780607454e+00;-1.669066550405782223e+00;3.959681831184652445e+00;-7.085749584632715425e+00;-4.647907755624526516e+00;-5.686072196356596997e+00
4.536568579315271244e+00;5.634568317585454622e+00;-5.942706868427625189e+00;-3.546213972805301040e-03;1.089441315189937365e-01;2.980728584478325338e+00
4.456844811718298160e+00;4.367176020618833476e+00;-5.940422333892513507e+00;-2.609666841753032873e+00;2.490691827481184561e-01;-1.608373473428627687e+00
-2.348552769076534652e+00;3.859843221099928279e+00;-3.875254790223133128e+00;-2.113286387772539410e-01;-6.802410094517378880e+00;4.665617839831682545e+00
3.638648648495915960e+00;-4.220645670573173192e+00;3.046475003356065248e+00;-5.289526427777762940e+00;-3.760320470156585770e+00;-3.418878350532991384e+00
7.548759260457806874e+00;3.579513664079193802e+00;-7.583572614866339379e+00;4.574146318296771763e-01;1.924442127704130368e+00;-1.348762951092337126e-01
-3.149103130754427049e+00;2.829181362898739671e+00;-2.680432119705024707e+00;-3.113908657613876363e-01;-5.774577623649594038e+00;4.881626682649664595e+00
5.305652809729432207e+00;5.140819461124650047e+00;-5.681789520819438444e+00;5.968547030984749924e-01;2.013931792533800724e+00;-2.227127993458684063e+00
6.602560580183930661e+00;4.934683938326136499e+00;-6.659367375400472078e+00;-1.408613403439052059e+00;5.165244793520568090e-01;-1.844247078207460699e+00
5.308767292287502215e+00;-3.612752187444466578e+00;2.903814068090962763e+00;-7.200520047536804746e+00;-4.430744937127759187e+00;-4.667885326057083617e+00
4.428883744922694099e+00;2.742486092128725517e+00;-6.546960123009191612e+00;-7.022455221630927724e-01;1.642367848144846265e+00;-1.631445803632081581e+00
